Gene,SubType,Spearman Rho,UniqueMutations,PV,Sig,RoleinCancer,BinnedRole,Pearson,PearsonPValue,EnsemblGeneId,Cellular Component,Biological Process,Molecular Function
SPEN,Missense,0.148690338003914,270,0.014464929091712,N,TSG,TSG,0.189791604091413,0.00173237808388653,ENSG00000065526,"GO:0005634|nucleus, GO:0005654|nucleoplasm, GO:0070062|extracellular exosome, GO:0017053|transcriptional repressor complex","GO:0007219|Notch signaling pathway, GO:0016032|viral process, GO:0000122|negative regulation of transcription by RNA polymerase II, GO:0045892|negative regulation of transcription, DNA-templated, GO:0050769|positive regulation of neurogenesis","GO:0003676|nucleic acid binding, GO:0003723|RNA binding, GO:0003677|DNA binding, GO:0005515|protein binding, GO:0001085|RNA polymerase II transcription factor binding, GO:0003714|transcription corepressor activity"
IDH1,Missense,0.148130189629696,36,0.388585573335659,N,Oncogene,Oncogene,0.44156567942821,0.00701732017556781,ENSG00000138413,"GO:0005737|cytoplasm, GO:0005829|cytosol, GO:0005576|extracellular region, GO:0005777|peroxisome, GO:0070062|extracellular exosome, GO:0005782|peroxisomal matrix, GO:0034774|secretory granule lumen, GO:1904813|ficolin-1-rich granule lumen, GO:1904724|tertiary granule lumen, GO:0005739|mitochondrion","GO:0055114|oxidation-reduction process, GO:0006099|tricarboxylic acid cycle, GO:0006625|protein targeting to peroxisome, GO:0043312|neutrophil degranulation, GO:0006102|isocitrate metabolic process, GO:0006097|glyoxylate cycle, GO:0006103|2-oxoglutarate metabolic process, GO:0006739|NADP metabolic process, GO:0006740|NADPH regeneration, GO:0048545|response to steroid hormone, GO:0060696|regulation of phospholipid catabolic process, GO:0071071|regulation of phospholipid biosynthetic process, GO:0006749|glutathione metabolic process, GO:0006979|response to oxidative stress, GO:0008585|female gonad development, GO:0014070|response to organic cyclic compound","GO:0046872|metal ion binding, GO:0000287|magnesium ion binding, GO:0016491|oxidoreductase activity, GO:0042803|protein homodimerization activity, GO:0016616|oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor, GO:0051287|NAD binding, GO:0042802|identical protein binding, GO:0045296|cadherin binding, GO:0005102|signaling receptor binding, GO:0004450|isocitrate dehydrogenase (NADP+) activity, GO:0051990|(R)-2-hydroxyglutarate dehydrogenase activity, GO:0004448|isocitrate dehydrogenase activity, GO:0050661|NADP binding"
PTK6,Silent,0.14790199457749,21,0.522300135875774,N,"oncogene, TSG","",0.210747050731883,0.359150059310543,ENSG00000101213,"GO:0005634|nucleus, GO:0005737|cytoplasm, GO:0016020|membrane, GO:0005829|cytosol, GO:0005654|nucleoplasm, GO:0005886|plasma membrane, GO:0042995|cell projection, GO:0016604|nuclear body, GO:0031234|extrinsic component of cytoplasmic side of plasma membrane, GO:0001726|ruffle","GO:0006468|protein phosphorylation, GO:0016310|phosphorylation, GO:0030154|cell differentiation, GO:0007169|transmembrane receptor protein tyrosine kinase signaling pathway, GO:0016477|cell migration, GO:0046777|protein autophosphorylation, GO:0038128|ERBB2 signaling pathway, GO:0042531|positive regulation of tyrosine phosphorylation of STAT protein, GO:0038083|peptidyl-tyrosine autophosphorylation, GO:0061099|negative regulation of protein tyrosine kinase activity, GO:0010976|positive regulation of neuron projection development, GO:0071300|cellular response to retinoic acid, GO:0045787|positive regulation of cell cycle, GO:0007260|tyrosine phosphorylation of STAT protein, GO:0009968|negative regulation of signal transduction, GO:0045742|positive regulation of epidermal growth factor receptor signaling pathway, GO:0045926|negative regulation of growth, GO:0060575|intestinal epithelial cell differentiation","GO:0000166|nucleotide binding, GO:0004672|protein kinase activity, GO:0005524|ATP binding, GO:0016740|transferase activity, GO:0016301|kinase activity, GO:0004713|protein tyrosine kinase activity, GO:0005515|protein binding, GO:0004715|non-membrane spanning protein tyrosine kinase activity, GO:0042802|identical protein binding, GO:0005102|signaling receptor binding"
NOTCH2,Missense,0.147080530828871,181,0.0481756466296103,N,"oncogene, TSG","",0.0190938684094127,0.798626339117798,ENSG00000134250,"GO:0005634|nucleus, GO:0005737|cytoplasm, GO:0016020|membrane, GO:0016021|integral component of membrane, GO:0005654|nucleoplasm, GO:0005886|plasma membrane, GO:0009986|cell surface, GO:0005576|extracellular region, GO:0005887|integral component of plasma membrane, GO:0005789|endoplasmic reticulum membrane, GO:0000139|Golgi membrane, GO:0043235|receptor complex","GO:0006355|regulation of transcription, DNA-templated, GO:0007275|multicellular organism development, GO:0030154|cell differentiation, GO:0006915|apoptotic process, GO:0007219|Notch signaling pathway, GO:0007399|nervous system development, GO:0050793|regulation of developmental process, GO:0007050|cell cycle arrest, GO:0043066|negative regulation of apoptotic process, GO:0010629|negative regulation of gene expression, GO:0070374|positive regulation of ERK1 and ERK2 cascade, GO:0006367|transcription initiation from RNA polymerase II promoter, GO:0001709|cell fate determination, GO:0002315|marginal zone B cell differentiation, GO:0030097|hemopoiesis, GO:0009887|animal organ morphogenesis, GO:0046579|positive regulation of Ras protein signal transduction, GO:0019827|stem cell population maintenance, GO:0003184|pulmonary valve morphogenesis, GO:0046849|bone remodeling, GO:0061314|Notch signaling involved in heart development, GO:0060413|atrial septum morphogenesis, GO:0045967|negative regulation of growth rate, GO:2001204|regulation of osteoclast development","GO:0005509|calcium ion binding, GO:0038023|signaling receptor activity, GO:0005515|protein binding"
SND1,Silent,0.14485976464552,26,0.480154999086474,N,"oncogene, fusion",Oncogene,0.132533552515903,0.518660360847061,ENSG00000197157,"GO:0005634|nucleus, GO:0005737|cytoplasm, GO:0016020|membrane, GO:0005829|cytosol, GO:0042470|melanosome, GO:0016442|RISC complex, GO:0097433|dense body, GO:0070062|extracellular exosome","GO:0090305|nucleic acid phosphodiester bond hydrolysis, GO:0090502|RNA phosphodiester bond hydrolysis, endonucleolytic, GO:1903506|regulation of nucleic acid-templated transcription, GO:0031047|gene silencing by RNA, GO:0016032|viral process, GO:0006401|RNA catabolic process, GO:0001649|osteoblast differentiation, GO:0010587|miRNA catabolic process, GO:0010564|regulation of cell cycle process","GO:0003676|nucleic acid binding, GO:0003723|RNA binding, GO:0016787|hydrolase activity, GO:0005515|protein binding, GO:0004518|nuclease activity, GO:0004519|endonuclease activity, GO:0004521|endoribonuclease activity, GO:0045296|cadherin binding, GO:0003712|transcription coregulator activity, GO:1905172|RISC complex binding"
IDH2,Missense,0.144810481706358,38,0.38570250393328,N,Oncogene,Oncogene,0.159175267994047,0.339805819420932,ENSG00000182054,"GO:0005739|mitochondrion, GO:0070062|extracellular exosome, GO:0005759|mitochondrial matrix, GO:0005777|peroxisome, GO:0005829|cytosol","GO:0055114|oxidation-reduction process, GO:0006099|tricarboxylic acid cycle, GO:0006102|isocitrate metabolic process, GO:0005975|carbohydrate metabolic process, GO:0006097|glyoxylate cycle, GO:0006103|2-oxoglutarate metabolic process, GO:0006739|NADP metabolic process, GO:0006741|NADP biosynthetic process, GO:0060253|negative regulation of glial cell proliferation, GO:1903976|negative regulation of glial cell migration, GO:1904465|negative regulation of matrix metallopeptidase secretion","GO:0046872|metal ion binding, GO:0000287|magnesium ion binding, GO:0016491|oxidoreductase activity, GO:0016616|oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor, GO:0051287|NAD binding, GO:0004450|isocitrate dehydrogenase (NADP+) activity, GO:0042803|protein homodimerization activity, GO:0004448|isocitrate dehydrogenase activity"
CDK12,Missense,0.144727968245969,122,0.111721689949445,N,TSG,TSG,0.208895609593028,0.0209374010175916,ENSG00000167258,"GO:0005634|nucleus, GO:0016607|nuclear speck, GO:0001650|fibrillar center, GO:0000790|nuclear chromatin, GO:0005654|nucleoplasm, GO:0008024|cyclin/CDK positive transcription elongation factor complex, GO:0002944|cyclin K-CDK12 complex, GO:0005694|chromosome, GO:0000307|cyclin-dependent protein kinase holoenzyme complex, GO:0019908|nuclear cyclin-dependent protein kinase holoenzyme complex","GO:0006468|protein phosphorylation, GO:0006397|mRNA processing, GO:0008380|RNA splicing, GO:0016310|phosphorylation, GO:0051726|regulation of cell cycle, GO:0045944|positive regulation of transcription by RNA polymerase II, GO:0006368|transcription elongation from RNA polymerase II promoter, GO:0043405|regulation of MAP kinase activity, GO:0046777|protein autophosphorylation, GO:0032968|positive regulation of transcription elongation from RNA polymerase II promoter, GO:0070816|phosphorylation of RNA polymerase II C-terminal domain, GO:0043484|regulation of RNA splicing, GO:2000737|negative regulation of stem cell differentiation","GO:0004672|protein kinase activity, GO:0005524|ATP binding, GO:0000166|nucleotide binding, GO:0004674|protein serine/threonine kinase activity, GO:0016740|transferase activity, GO:0016301|kinase activity, GO:0005515|protein binding, GO:0008134|transcription factor binding, GO:0044212|transcription regulatory region DNA binding, GO:0004693|cyclin-dependent protein serine/threonine kinase activity, GO:0030332|cyclin binding, GO:0008353|RNA polymerase II CTD heptapeptide repeat kinase activity, GO:0019901|protein kinase binding"
CREB3L1,Silent,0.143439287054317,13,0.640144443479888,N,"TSG, fusion",TSG,0.0346971182957599,0.910403929071462,ENSG00000157613,"GO:0005634|nucleus, GO:0016020|membrane, GO:0016021|integral component of membrane, GO:0005783|endoplasmic reticulum, GO:0005789|endoplasmic reticulum membrane, GO:0000790|nuclear chromatin","GO:0010629|negative regulation of gene expression, GO:1903671|negative regulation of sprouting angiogenesis, GO:0040037|negative regulation of fibroblast growth factor receptor signaling pathway, GO:0006355|regulation of transcription, DNA-templated, GO:0007275|multicellular organism development, GO:0045944|positive regulation of transcription by RNA polymerase II, GO:0000122|negative regulation of transcription by RNA polymerase II, GO:0030968|endoplasmic reticulum unfolded protein response, GO:0006986|response to unfolded protein, GO:0045892|negative regulation of transcription, DNA-templated, GO:1990440|positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress, GO:0001649|osteoblast differentiation, GO:1902236|negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway, GO:0032967|positive regulation of collagen biosynthetic process, GO:0070278|extracellular matrix constituent secretion","GO:0003677|DNA binding, GO:0003700|DNA-binding transcription factor activity, GO:0005515|protein binding, GO:0035497|cAMP response element binding, GO:0000981|DNA-binding transcription factor activity, RNA polymerase II-specific, GO:0001227|DNA-binding transcription repressor activity, RNA polymerase II-specific, GO:0046332|SMAD binding, GO:0044212|transcription regulatory region DNA binding, GO:0003682|chromatin binding, GO:0001228|DNA-binding transcription activator activity, RNA polymerase II-specific"
SH3GL1,Silent,0.14213381090374,16,0.599516678614782,N,"oncogene, fusion",Oncogene,0.209152413727249,0.436920727463416,ENSG00000141985,"GO:0005737|cytoplasm, GO:0016020|membrane, GO:0005829|cytosol, GO:0042995|cell projection, GO:0030054|cell junction, GO:0005768|endosome, GO:0002102|podosome, GO:0031901|early endosome membrane, GO:0098793|presynapse, GO:0098978|glutamatergic synapse, GO:0098686|hippocampal mossy fiber to CA3 synapse","GO:0006897|endocytosis, GO:0007165|signal transduction, GO:0007417|central nervous system development, GO:0016191|synaptic vesicle uncoating, GO:0098815|modulation of excitatory postsynaptic potential, GO:1900242|regulation of synaptic vesicle endocytosis, GO:1900244|positive regulation of synaptic vesicle endocytosis","GO:0005515|protein binding, GO:0008289|lipid binding, GO:0042802|identical protein binding, GO:0045296|cadherin binding, GO:0008022|protein C-terminus binding, GO:0017124|SH3 domain binding, GO:0019902|phosphatase binding, GO:0031697|beta-1 adrenergic receptor binding, GO:0044325|ion channel binding, GO:0051020|GTPase binding"
GATA1,Missense,0.141291299099066,41,0.378231468862326,N,"oncogene, TSG","",0.197782991121881,0.215140801613618,ENSG00000102145,"GO:0005634|nucleus, GO:0005654|nucleoplasm, GO:0005667|transcription factor complex, GO:0017053|transcriptional repressor complex, GO:0032993|protein-DNA complex","GO:0045944|positive regulation of transcription by RNA polymerase II, GO:0006355|regulation of transcription, DNA-templated, GO:0045893|positive regulation of transcription, DNA-templated, GO:0000122|negative regulation of transcription by RNA polymerase II, GO:0043066|negative regulation of apoptotic process, GO:0030218|erythrocyte differentiation, GO:0030219|megakaryocyte differentiation, GO:0030221|basophil differentiation, GO:0030222|eosinophil differentiation, GO:0048821|erythrocyte development, GO:0050731|positive regulation of peptidyl-tyrosine phosphorylation, GO:0048468|cell development, GO:0007596|blood coagulation, GO:0045652|regulation of megakaryocyte differentiation, GO:2001240|negative regulation of extrinsic apoptotic signaling pathway in absence of ligand, GO:1902036|regulation of hematopoietic stem cell differentiation, GO:0006366|transcription by RNA polymerase II, GO:0030220|platelet formation, GO:0070527|platelet aggregation, GO:0097067|cellular response to thyroid hormone stimulus, GO:0045648|positive regulation of erythrocyte differentiation, GO:0001701|in utero embryonic development, GO:0007267|cell-cell signaling, GO:0008285|negative regulation of cell proliferation, GO:0008584|male gonad development, GO:0010559|regulation of glycoprotein biosynthetic process, GO:0010724|regulation of definitive erythrocyte differentiation, GO:0010725|regulation of primitive erythrocyte differentiation, GO:0030099|myeloid cell differentiation, GO:0030502|negative regulation of bone mineralization, GO:0033690|positive regulation of osteoblast proliferation, GO:0035162|embryonic hemopoiesis, GO:0035854|eosinophil fate commitment, GO:0048565|digestive tract development, GO:0048873|homeostasis of number of cells within a tissue, GO:0071733|transcriptional activation by promoter-enhancer looping, GO:0097028|dendritic cell differentiation, GO:2000678|negative regulation of transcription regulatory region DNA binding","GO:0008270|zinc ion binding, GO:0046872|metal ion binding, GO:0003677|DNA binding, GO:0003700|DNA-binding transcription factor activity, GO:0031490|chromatin DNA binding, GO:0043565|sequence-specific DNA binding, GO:0005515|protein binding, GO:0000981|DNA-binding transcription factor activity, RNA polymerase II-specific, GO:0000978|RNA polymerase II proximal promoter sequence-specific DNA binding, GO:0000977|RNA polymerase II regulatory region sequence-specific DNA binding, GO:0001228|DNA-binding transcription activator activity, RNA polymerase II-specific, GO:0001085|RNA polymerase II transcription factor binding, GO:0000980|RNA polymerase II distal enhancer sequence-specific DNA binding, GO:0000976|transcription regulatory region sequence-specific DNA binding, GO:0001158|enhancer sequence-specific DNA binding, GO:0002039|p53 binding, GO:0003682|chromatin binding, GO:0070742|C2H2 zinc finger domain binding"
